#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,.,.,#,.,.,.,.,.,.,#,.,#,#,.,#,.,#,#,.,#,#,#,.,#,.,#,#,#,.,#,#,.,.,#,.,.,.,.,#,#,#,.,.,.,#,.,.,.,#,.,.,.,#,#,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,.,.,#,.,.,.,#,.,.,#,#,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,#,#,.,.,#,.,#,.,#,.,.,#,#,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,#,#,.,#,.,.,.,#,#,#,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,.,.,.,.,#,.,.,#,#,.,.,.,#,.,.,.,.,#,#,.,.,.,#,.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,#,#,.,.,.,.,#,.,#,#,.,.,#
.,.,#,.,.,#,#,#,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,#,#,.,#,#,#,#,#,#,.,#,.,.,.,#,.,.,.,.,.,#,.,#,.,.,#,#,#,.,#,#,#,.,#,.,#,.,#,#,.,#,#,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,.,#,#,.,#,.,#,.,#,.,.,.,#,.,.,.,.,#,#,.,#,.,.,#,#,.,#,#,.,.,.,.,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,#,#,.,.,.,#,.,#,.,#,.,#,#,.,#,.,#,#,.,.,#,#,.,.,.,#,.,.,#,#,.,.,#,.,.,#,.,.,#,.,.,#,.,#,#,.,.,#,#,#,#,#,.,#,#,#,.,.,.,.,#,#,.,#,.,.,.,.,#,.
.,#,.,.,#,#,.,#,.,.,.,#,.,#,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,#,#,.,#,.,#,#,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,#,#,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,#,.,.,.,.,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,#,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,#,#,.,#,.,#,.,#,#,#,#,.,#,.,#,#,#,.,.,#,#,#,#,#,.,#,.,.,.,.,#,#,.,.,.,.,#,.,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,.,.,.,#,.,.,.,.,.,#,#,#,.,#,.,.,#,#,#,#,.,.
#,.,#,.,.,.,.,.,#,#,#,.,#,.,.,.,.,#,#,.,#,.,#,#,#,.,.,#,#,.,.,.,#,.,.,.,#,.,#,.,#,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,#,#,#,.,#,#,#,#,#,#,#,.,.,.,.,#,#,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,#,#,.,.,#,.,.,#,#,.,.,.,#,.,.,#,.,.,#,#,.,#,.,#,#,#,#,.,#,.,.,.,.,#,.,.,#,.,#,.,#,#,.,.,.,.,.,.,.,#,.,#,#,#,.,.,.,.,.,#,#,.,#,.,.,#,#,#,.,.,#,#,#,.,.,.,#,.,.,#,.,.,#,.,#,#,.,.,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,.,.,.,#,#,.,#,#,.,.,.,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,#,.,.,.,#,#,#,#,.,.,.,.,.,#,.,#,.,.,.,#,.
.,.,#,#,#,#,#,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,#,#,#,.,#,.,.,.,#,.,#,#,#,.,#,.,.,.,.,#,.,#,#,.,.,.,#,.,.,.,.,.,#,#,#,.,#,.,#,.,#,#,.,.,.,.,.,#,.,.,.,.,.,#,#,#,.,.,.,.,.,#,.,.,#,.,.,#,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,#,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,#,.,.,#,.,.,.,#,.,.,#,#,#,#,#,.,#,#,.,#,.,.,.,#,.,#,#,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,#,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,#,.,.,.,#,#,#,#,.,#,.,#,.,.,#,.,#,.,#,#,#,.,.,#,.,#,#,#,.,.,.,.,.,#,#,#,.,#,.,#,#,#,.,.,.
#,.,.,.,.,.,#,#,#,#,#,#,.,#,.,.,#,#,.,#,.,.,.,#,.,.,#,.,#,#,.,.,.,.,.,#,.,#,#,#,.,#,.,.,.,#,.,#,.,#,.,#,#,#,#,.,#,.,#,.,#,.,.,.,#,.,#,#,.,.,#,.,#,#,.,.,.,.,#,#,#,.,#,.,#,.,.,#,.,.,.,.,#,#,#,.,.,#,#,.,.,#,.,.,#,#,#,.,.,#,.,#,.,#,.,#,#,.,.,#,.,#,#,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,#,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,#,#,#,.,#,.,#,#,#,#,.,.,#,.,#,.,#,.,#,#,.,.,.,.,.,#,.,.,#,.,#,.,.,#,#,.,#,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,#,#,#,#
.,#,#,#,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,#,.,.,.,#,#,#,#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,.,#,.,.,#,#,.,#,.,.,#,#,#,.,.,.,.,#,#,#,#,.,.,#,#,.,.,.,#,.,#,#,.,#,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,#,.,.,.,.,#,#,.,#,.,#,#,#,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,.,#,.,#,.,.,.,#,.,.,.,#,#,#,#,#,.,#,#,.,.,#,.,#,.,.,.,.,.,#,.,#,#,.,.,#,.,#,#,.,#,.,#,#,.,.,#,#,.,#,.,#,#,.,#,#,.,.,#,.,#,#,.,.,.,.,.
.,.,.,#,.,.,.,#,#,.,#,.,.,#,.,.,.,#,.,#,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,#,#,.,#,#,.,.,#,.,.,.,#,.,#,.,#,#,#,.,#,.,#,.,#,.,.,.,#,#,.,.,.,.,.,#,#,.,.,.,.,.,#,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,.,#,#,#,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,.,.,#,#,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,#,.,.,#,.,.,.,#,.,.,.,.,#,#,.,.,.,#,#,#,#,.,.,#,.,.,.,#,#,#,.,.,#,#,#,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,#,.,.,.,#,#,#,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,#,#,#,#,#,.
#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,#,#,.,.,#,#,.,#,.,.,#,#,#,#,.,.,.,.,#,#,.,#,.,#,.,.,#,.,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,#,.,#,.,.,#,#,#,#,.,.,.,#,#,.,#,.,.,#,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#,#,#,.,.,#,.,#,.,.,#,.,.,#,#,.,#,.,.,.,#,.,#,.,.,.,.,.,#,#,.,#,#,.,.,#,.,#,.,.,#,.,.,#,.,#,#,.,.,#,#,#,.,.,#,.,#,.,.,.,#,.,.,.,.,.,#,.,.,.,#,#,#,.,.,.,#,.,.,.,.,#,.,.,#,#,#,#,.,.,#,.,.,.,#,.,#,#,#,.,#,.,.,#,.,#,#,.,.,.,.,#,.,#,#,.,.,.,#,#,#,.,.,#,.,.,#,.,#,.,.,#,#,#,.,#,.,#,#,.,#,#,.,.,.,.,#,.
#,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,.,#,#,.,#,.,.,#,#,.,#,.,#,.,#,#,.,.,#,.,#,.,#,.,#,#,.,#,.,.,.,.,#,#,#,.,.,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,.,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,#,.,#,.,#,.,.,#,#,#,#,.,.,.,.,.,#,.,#,.,#,#,.,.,#,.,#,.,.,.,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,#,.,#,.,#,.,#,#,.,.,.,.,#,.,#,.,#,#,.,.,#,.,.,.,#,#,.,#,.,#,#,#,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,#,.,#,.,.,.,.,#,.,#,.,.,.,#,#,#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,.,.,#
.,#,.,#,.,.,#,#,.,#,.,#,#,#,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,#,.,.,#,.,.,#,.,#,.,#,.,.,#,#,.,.,#,.,.,.,#,.,.,.,.,#,#,.,.,.,#,.,.,.,.,.,#,.,#,.,.,.,.,.,#,.,.,.,#,#,.,#,.,.,#,#,#,.,.,#,.,.,#,#,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,.,#,.,.,.,#,.,.,.,#,#,.,#,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,#,#,#,#,.,.,#,#,#,#,.,.,#,#,.,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,#,.,.,#,#,#,#,.,.,#,.,#,#,#,#,.,.,#,#,#,.,.,#,.,.,.,#,#,.,#,.,#,.,#,.,#,.,#,.
#,.,#,.,#,.,.,#,.,.,.,.,.,.,#,.,#,.,#,.,#,#,#,.,.,#,.,.,.,#,#,.,#,#,.,.,.,#,.,#,#,#,.,#,#,.,.,.,#,.,.,#,.,.,#,#,#,.,#,.,#,#,.,.,.,#,#,.,.,#,.,#,.,.,.,#,.,#,#,.,#,.,.,#,.,.,#,.,#,#,.,.,#,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,#,#,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,.,#,.,.,.,.,.,.,#,#,.,#,.,#,.,.,.,#,.,#,#,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,#,.,.,.,.,#,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,#,#,.,.,#,.,.,#,.,#,.,.,#,.,.,#,#,#,#,#,#,.,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,.,.,#,#,.,#,.,#,.,.,.,.,.,#,.,.,.
.,.,.,.,.,#,.,.,#,.,#,#,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,#,#,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,#,.,#,.,.,#,#,#,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,#,#,#,.,.,.,#,.,#,#,.,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,#,.,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,#,.,.,#,#,.,.,#,#,#,.,#,.,.,#,.,.,.,.,#,#,#,.,#,.,.,.,.,.,#,#,.,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,#,.,#,.,.,.,.,#,.,.,.,.,#,.,.,#,.,#,#,.,.,.,#,.,#,#,.,#,.,.,.,.,#,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,#,.,.,.,.,.,.,#,.,#,#,.,.,#,#,#
.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,#,#,.,.,#,.,.,.,#,.,#,#,#,.,#,.,.,#,#,.,#,#,#,#,.,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,.,#,.,#,#,.,#,#,#,#,.,.,#,.,.,#,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,.,.,.,.,#,#,#,.,#,#,#,.,.,.,#,.,.,.,#,.,#,#,.,.,#,#,.,#,#,.,.,.,.,.,#,#,#,.,.,.,#,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,.,.,#,#,#,.,#,.,#,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,#,#,.,.,#,.,.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,.,#,#,#,#,.,.,#,#,.,#,#,.,.,.
.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,#,.,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,#,.,.,.,#,.,#,#,#,#,.,.,#,#,.,#,.,.,#,#,.,.,#,.,.,.,.,#,#,.,#,.,.,.,#,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,.,#,#,.,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,#,.,#,.,#,#,.,#,.,.,#,#,.,#,.,#,#,.,#,#,#,.,.,.,#,.,.,.,.,.,#,.,.,#,#,.,.,.,.,.,#,.,.,.,.,.,.,#,#
.,.,#,#,#,#,#,#,.,.,#,.,.,#,.,.,.,#,#,.,.,.,#,.,.,.,.,#,.,.,#,.,.,#,.,.,#,#,.,.,#,#,.,#,.,#,#,.,#,.,#,.,#,.,.,#,.,#,#,.,.,#,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,#,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,#,#,.,.,#,.,.,#,.,#,.,#,#,#,.,.,.,#,#,.,.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,#,#,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,#,#,.,#,.,#,#,.,.,.,#,.,#,.,#,.,.,.,#,#,.,#,.,.,#,#,.,#,.,.,.,#,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,#,.,.,.,.,.,.,#,.,#,.,#,#,#,#,#,#,#,.,#,.,.,#,#,#,#,.,.,#,#,#,#,#,.,#
#,.,.,.,#,.,.,.,#,.,.,.,#,.,#,#,#,.,.,#,#,.,.,#,#,#,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,.,.,.,.,#,#,.,#,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,.,.,#,#,.,#,.,#,.,.,.,.,.,.,.,#,#,#,.,#,.,#,.,.,.,.,.,#,.,.,.,#,#,#,#,.,#,.,.,#,#,.,.,.,.,.,#,.,.,#,.,#,.,#,.,.,#,#,.,.,.,#,#,.,.,.,#,.,.,#,#,.,.,#,.,.,#,#,.,.,.,.,.,.,.,.,#,#,.,#,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,#,#,.,.,#,.,.,#,.,#,#,.,#,#,.,.,#,.,#,#,.,#,.,.,.,#,#,.,#,.,.,.,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,#,.,#
#,.,#,.,.,.,#,.,.,#,#,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.,.,#,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,.,#,#,.,#,.,.,#,.,#,#,.,#,.,#,#,#,#,.,#,.,.,.,#,.,.,.,#,.,#,#,.,.,#,#,#,#,.,#,.,.,#,.,#,#,#,#,.,#,.,.,#,.,.,.,#,.,#,#,#,.,#,.,.,#,.,.,.,.,.,.,.,#,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,#,#,.,.,.,#,.,.,#,.,#,#,.,#,.,.,.,#,.,.,#,.,.,.,#,#,.,#,#,.,#,#,.,#,.,.,.,#,#,.,.,#,#,.,#,#,.,.,#,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,#,#,#,#,.,.,.,#,#,.,.,#,.,#,.,#,.,#,#,.,#,.,.,.,#,.,#,.,#
#,.,#,#,#,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,#,.,.,#,#,#,.,#,#,.,.,.,#,.,#,.,#,#,.,.,#,.,#,.,#,.,#,.,.,.,#,#,.,#,#,#,#,.,.,#,.,#,#,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,#,#,#,.,.,#,.,#,.,.,.,.,#,.,.,#,#,#,#,#,#,#,#,.,.,.,.,#,.,#,.,#,.,.,#,.,.,#,#,#,#,.,.,.,#,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,.,.,.,#,#,.,.,.,#,.,.,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,#,#,.,.,.,.,#,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,#,.,.,#,.,.
.,.,.,.,.,.,#,.,.,#,#,.,.,#,.,#,.,.,#,.,#,.,#,#,#,.,.,#,.,#,.,#,.,#,#,#,.,.,#,.,.,#,.,.,.,.,.,#,.,#,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,#,#,.,#,.,.,#,.,#,.,#,.,.,.,.,.,#,.,.,.,.,#,#,.,.,#,.,.,#,.,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,#,#,.,.,.,.,.,#,.,#,.,#,.,.,.,.,#,#,#,#,.,#,.,.,#,.,#,.,#,#,#,#,#,.,#,#,.,#,#,.,#,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,#,.,#,.,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.
#,#,#,#,#,.,#,#,.,.,.,#,.,.,#,.,.,#,#,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,#,.,#,.,.,#,#,.,#,.,.,.,#,.,#,.,#,#,.,.,.,#,.,#,#,.,.,#,#,#,.,.,#,#,.,#,#,#,.,.,#,#,#,#,#,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,#,#,.,.,.,.,#,.,#,.,#,#,#,#,#,#,.,#,.,#,.,#,.,#,.,.,#,#,#,#,#,.,#,.,.,#,#,#,#,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,.,#,#,.,.,.,.,.,#,.,.,.,.,.,#,.,.,#,.,#,#,.,.,#,.,.,.,#,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,.,#,.,.,#,.,.,#,#,.,.,#,.,#,#
.,.,.,.,#,.,.,.,#,#,.,.,#,.,#,#,#,#,.,.,#,#,.,.,#,#,.,.,#,.,#,#,.,#,#,.,#,.,.,#,.,.,#,.,#,#,.,.,#,.,#,.,.,.,.,.,#,#,#,.,.,#,.,.,#,#,.,.,#,.,.,.,#,.,.,.,#,#,.,.,.,.,.,.,#,.,.,#,.,.,#,.,#,.,.,#,#,#,.,.,.,#,.,#,#,#,.,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,.,#,#,.,#,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,#,.,#,#,.,.,#,.,#,#,#,#,#,.,.,.,#,#,#,#,.,.,#,#,.,#,#,.,.,#,.,#,.,#,#,.,.,.,#,#,.,.,.,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,#,#,#,#,.,#,.,#,.,#,#,#,.,.,#,.,.,.,#,.,#,.,.,.
.,#,.,#,.,.,#,.,.,#,.,#,#,.,.,.,.,.,#,.,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,#,.,#,#,.,#,.,.,.,.,#,.,#,.,.,#,#,#,#,.,.,.,#,.,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,.,.,.,#,#,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,#,#,#,.,#,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.,#,#,#,.,.,#,#,.,.,#,#,.,#,.,.,.,.,.,#,#,#,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,#,#,.,.,.,#,#,.,#,#,#,.,.,#,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,#,.,#,.,.,#,#,.,#,#,.,#,.,#
.,.,#,#,.,#,.,#,.,#,.,.,.,#,#,#,#,.,.,#,#,#,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,#,#,#,#,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,#,#,.,#,.,.,.,#,.,.,.,#,.,#,#,#,.,.,#,.,.,.,.,#,.,#,.,.,#,#,.,.,#,#,.,#,#,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,.,.,#,#,.,#,.,#,.,#,.,#,.,.,#,.,#,#,#,#,.,.,#,#,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,#,#,#,.,.,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,.,#,.,#,#,#,#,#,.,.,.,#,#,.,#,.,.,.,.,#,#,.,.,.,#,#,.,.,.,#,#,#,#,.,.,#,#,#,#,.,.,.,.,#,.,#,.,.,.,.,.,.,#,#
#,.,.,.,.,.,.,#,#,#,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,#,.,#,#,#,.,#,#,#,.,.,.,.,.,#,#,.,.,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,#,.,.,.,#,#,.,#,#,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,#,#,.,#,.,.,.,#,.,.,#,#,#,#,.,.,#,#,.,.,.,#,.,#,.,.,#,.,.,#,#,.,#,.,.,.,#,#,.,.,.,.,#,#,#,#,.,.,#,#,.,.,#,.,.,.,#,.,.,.,.,#,#,#,.,.,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,.,.,.,#,#,.,#,.,.,.,#,#,#,.,#,.,.,#,#,.,.,.,#,.,#,.,.,#,#,.,.,.,.,.,#,#,#,.,#,.,.,#,.,#,.,#,.,.,.
.,#,#,#,#,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,#,#,#,.,.,#,.,#,#,.,.,#,.,.,.,#,.,.,.,.,#,.,#,.,.,#,#,#,#,#,.,.,#,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,#,#,.,.,#,#,#,#,#,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,.,#,.,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,#,#,.,#,.,.,#,.,.,.,.,#,.,.,.,.,#,#,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,#,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,#,.,.,#,#,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,#,.,#,#,#,#,.
.,.,.,.,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,#,#,.,.,.,.,.,#,#,.,#,.,.,#,#,.,.,.,#,.,#,.,.,.,.,#,.,#,#,.,#,.,.,#,.,.,.,#,.,#,#,#,.,#,#,.,#,#,.,.,.,#,.,.,#,.,#,.,.,#,#,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,#,.,#,.,#,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,#,#,.,.,.,#,.,.,#,#,.,.,#,.,.,.,#,#,#,#,.,.,.,.,#,.,#,.,.,.,#,#,.,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.
