#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,#,.,#,#,.,.,.,.,.,#,#,#,.,#,#,#,#,#,.,#,.,.,#,.,.,.,#,#,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,#,.,.,.,#,#,.,.,.,.,#,.,.,.,.,#,#,.,#,#,.,#,.,#,.,#,.,.,.,#,.,#,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,#,#,#,.,#,.,.,#,.,.,#,#,#,.,#,.,#,#,.,#,.,.,#,.,.,#,.,.,#,#,.,#,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,#,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,#,.,.,.,#,#,#,.,.,.,#,.,#,.,#,.,.,.,.,.,#,.,#,#,.,.,#,.,.,#,#,.,#,.,.,.,.,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.
.,#,.,.,.,.,#,.,.,.,#,#,#,.,#,.,#,.,.,#,.,#,.,#,#,#,.,.,.,#,.,#,#,#,#,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,#,#,.,#,#,.,.,#,.,#,.,#,.,#,.,#,#,.,.,.,.,#,#,.,#,#,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,.,.,.,#,#,.,.,.,#,#,#,.,.,#,.,.,.,.,.,#,#,.,#,#,.,.,#,.,#,.,.,.,.,#,#,#,.,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,.,#,#,#,#,.,.,#,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#,#,#,.,.,#,.,.,#,#,.,#,.,#,.,.,#,.,.,#,.,.,#,#,.,.,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,#
.,.,#,.,#,#,.,#,#,#,.,.,.,.,#,.,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,.,#,.,#,.,.,.,#,.,#,#,#,#,#,.,#,.,#,.,.,.,.,#,.,.,.,#,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,#,.,#,.,#,#,.,#,#,.,.,#,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,#,#,#,#,.,#,#,#,#,.,.,.,.,.,#,.,.,#,#,#,#,.,#,#,#,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,.,#,.,#,#,.,#,.,#,#,.,#,#,.,#,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,#,.,.,.,#,#,.,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,.,.,#,.,#,#,.,#,.,#,.,#,#,.,#,#,.,#,.,.
#,.,.,.,.,.,.,#,.,.,.,#,#,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,#,#,#,.,.,.,.,#,#,#,#,#,.,.,.,.,#,.,.,.,#,.,#,#,#,.,.,#,.,.,.,#,.,.,#,#,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,.,.,.,.,#,.,.,.,.,#,#,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,#,#,#,.,.,#,.,#,#,#,.,#,.,.,.,.,.,.,#,.,.,.,.,#,#,.,#,#,#,.,.,.,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,.,#,#,#,.,#,.,#,#,.,.,#,.,#,#,#,.,.,#,.,#,.,.,.,.,.,#,#,.,#,.,#,.,.,.,.,#,.,#,#,.,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,#,.,#,.,#,#,#,.,#,.,#,#,.,#,.,#,.,#,.,.,#,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,#,#,#,.
.,#,#,#,.,#,#,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,.,#,#,#,#,.,.,.,#,.,.,#,#,.,#,.,#,.,.,.,.,.,.,#,.,#,.,#,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,#,#,#,#,#,#,.,#,.,#,#,.,.,.,#,.,#,.,.,#,#,#,.,#,.,.,#,#,.,#,.,.,.,#,.,.,#,.,.,.,#,#,.,#,.,#,.,#,#,#,#,#,.,.,.,.,#,.,.,#,#,.,.,.,.,#,.,#,#,#,.,#,.,.,#,#,#,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,#,.,#,#,#,.,.,.,.,.,#,.,#,#,.,#,.,.,.,#,.,#,#,.,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.,.,.,.,.,#,.,.,.,#,#,.,.,#,.,.,#,.,.,.,#,.,.,#,#,.,#,.,.,#,.,.,#,#,.,.,#,.,.,#,.,#,#,#,#,.,#,.,#,#,.,.,#,.,.
.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,#,#,.,.,#,#,.,.,#,.,#,.,#,.,#,#,.,.,.,.,.,.,#,.,#,.,#,#,#,.,#,.,.,#,#,#,.,#,.,#,.,.,#,.,.,.,#,.,.,.,#,.,#,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,.,.,.,.,.,.,.,#,#,#,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,#,.,#,.,.,#,.,#,#,.,.,#,.,.,#,#,.,#,.,#,#,#,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,#,#,#,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,#,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,#,#,.,#,.,#,#,.,.,.,.,#,.,.,#,#,.,#,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,#,#,#,.,#,#,.
#,#,#,.,#,.,#,#,.,.,.,.,#,.,#,.,.,#,#,.,.,.,.,#,.,.,#,.,#,.,.,#,#,#,#,#,#,#,.,.,#,.,.,#,.,.,#,#,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,#,.,#,.,.,.,.,#,#,.,#,.,#,#,.,#,.,#,#,.,.,.,#,#,.,#,.,#,.,.,.,#,.,#,.,.,.,#,#,.,#,#,#,#,.,.,#,#,.,#,#,.,.,.,#,#,#,.,.,#,#,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,#,#,.,.,.,.,.,.,#,#,#,#,#,.,.,#,.,#,.,.,#,#,.,#,.,.,#,#,#,.,.,#,#,.,.,#,#,.,.,.,#,#,#,.,.,#,.,.,#,.,#,#,.,.,#,.,#,#,#,.,.,#,.,#,#,#,#,.,.,.,#,.,.,#,#,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,.,#,#,#,#,.,.,#,.,.,.,#,.,.,.,#,#,#,.,.,.,#,.,#,#,#,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,#,.,.,.,.
#,.,#,.,.,.,#,.,.,#,#,.,#,.,#,#,.,.,#,.,#,#,#,.,.,#,.,.,#,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,#,.,.,.,.,.,#,.,#,#,#,#,.,.,#,#,.,#,.,#,.,#,.,#,#,#,#,.,.,#,.,.,#,.,#,#,.,.,.,#,#,.,.,.,#,.,.,#,.,#,#,.,.,#,#,.,#,.,#,#,.,.,.,.,#,.,.,.,.,#,.,.,#,#,.,.,.,#,.,#,.,#,#,.,.,#,.,.,#,#,.,#,.,.,.,.,.,#,.,.,#,#,#,#,.,#,.,.,.,#,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,#,#,#,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.,.,#,#,#,#,.,.,#,.,.,.,#,.,#,.,#,#,#,#,#,.,#,.,#,.,#,#,.,.,#,.,#,.,.,#,#,#,.,#,.,.,.,.,#,#,#,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,.,#,#,#,#
#,.,#,.,#,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,#,.,#,.,#,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,#,#,.,#,.,.,.,.,#,#,.,.,#,#,#,.,.,#,#,.,.,.,.,.,#,.,.,#,.,.,.,.,.,#,#,.,.,#,#,#,#,.,#,.,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,#,.,#,#,.,.,#,.,.,.,.,#,.,.,#,#,.,.,#,.,#,#,#,.,.,.,#,.,#,.,#,#,#,#,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,.,.,#,#,.,#,.,.,.,.,.,#,.,.,#,.,#,#,.,.,.,#,#,.,.,.,.,#,.,#,.,.,.,.,#,#,.,.,.,#,.,.,.,.,#,#,#,#,.,.,.,.,.,#,#,#,#,#,#,.,.,#,.,#,.,.,#,#,.,.,.,#,.,#,.,#,.,.,#
#,.,.,#,.,.,#,.,#,.,.,#,#,#,.,.,.,#,.,#,#,#,.,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,#,#,.,.,#,#,.,#,.,#,#,#,.,#,#,#,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,.,.,.,#,.,.,#,.,#,#,.,#,.,#,.,.,.,#,#,#,#,.,.,#,.,.,.,.,.,.,.,#,.,#,.,#,.,.,.,.,#,#,#,.,.,.,.,#,.,.,#,.,.,#,#,#,.,#,.,.,#,#,#,#,#,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,#,#,.,.,#,#,.,#,.,#,#,.,#,.,#,.,.,.,#,.,.,#,.,#,#,.,.,#,.,#,#,#,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,#,#,#,#,.,.,.,#,.,#,#,.,.,#,.,.,.,.,#,#,#,.,.,.,#,#,.,#,.,.,#,#,#,.,#,.,#,#,.,.,.,.,#,#,#,#,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.,.,#,#,.,.,#,.,.,.,#,.,#
.,#,.,.,.,#,.,.,#,#,.,#,.,.,#,#,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,#,.,.,#,.,#,#,#,.,#,#,#,.,.,#,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,#,.,#,#,.,#,.,.,.,#,.,.,.,#,#,#,#,.,#,#,.,.,.,.,#,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,.,#,#,.,#,#,#,.,.,#,.,#,#,.,.,#,#,#,.,.,.,#,.,.,#,.,#,.,#,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,.,.,#,#,.,.,#,.,#,.,#,.,#,#,.,.,.,.,.,#,#,#,.,.,.,.,.,#,.,#,#,#,#,.,.,.,#,.,#,.,.,.,.,#,.,.,.,.,.,#,.,#,#,#,.,#,.,.,.,.,#,.,#,.,#,#,#,#,#,#,#,.,#,.,#,#,.,.,.,#,.,#,.,#,.,.,.,#
.,#,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,#,#,.,.,#,.,#,#,.,#,.,#,#,#,.,.,#,.,#,#,.,.,#,.,.,.,.,.,#,#,.,.,#,.,#,.,.,#,#,#,#,#,.,.,#,#,.,.,.,#,.,.,.,#,.,#,.,#,#,#,.,.,.,.,#,.,.,#,.,#,#,#,.,.,.,#,.,#,.,#,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,.,.,.,#,.,#,.,#,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,#,#,#,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,#,#,.,.,.,#,#,.,.,#,.,#,.,#,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,#,.,#,.,.,.,.,#,.,#,#,#,.,.,.,.,.,.,#,.,#,.,.,#,.,#,#,.,.,#,.,#,.,#,#,.,.,#,.,.,#,#,#,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,#,#,#,.,#,.,.
.,.,.,.,#,.,#,.,#,#,#,.,#,#,.,#,.,#,.,#,.,.,.,.,#,#,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,#,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,#,.,.,.,#,#,.,.,.,#,#,.,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,.,.,#,.,#,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,#,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,#,#,.,#,#,#,.,.,#,.,.,.,#,#,.,.,#,.,#,.,.,.,#,#,#,.,.,.,.,.,#,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,#,#,#,.,#,#,.,#,#,#,#,.,#,.,.,.,#,.,.,#,.,#,.,.,#,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,#,.,#,#,.,#,.,#,#,#,.,.,#,.,.,#,.,.,.,.,#,.,.,#
#,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,.,#,#,#,.,#,.,#,.,.,#,#,#,#,.,.,#,.,#,.,.,#,.,#,.,.,.,.,.,.,#,.,#,#,.,.,#,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,#,.,.,#,#,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,.,#,#,#,.,.,#,#,#,.,.,#,.,.,#,.,#,#,.,.,#,#,#,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,#,.,.,.,#,#,.,.,#,.,#,#,.,.,.,#,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,#,#,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,#,#,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,#,.,#,#,.,.,#,.,.,.,#,.,#,#,.,.,#,.,.,#,.,.,.,#,.,#,.,#,#,.,.,.,#,.,#,.,#,.,.,#,#,.
#,.,.,#,.,.,#,#,.,#,.,#,#,.,#,.,#,.,.,.,#,#,.,#,#,.,.,.,.,#,.,#,.,.,#,.,#,#,.,.,#,#,#,#,#,.,.,.,.,#,#,.,.,.,#,.,#,#,#,.,#,.,.,#,#,.,#,#,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,#,#,#,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,#,.,.,.,.,.,.,#,#,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,#,#,#,#,.,#,.,.,.,#,.,.,#,.,#,#,.,.,.,#,.,.,#,#,#,.,#,#,.,#,#,#,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,#,.,.,.,#,.,.,#,#,#,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,.,#,.,#,.,#,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,#,#,#,#,.,.,.,#,.,#,.,#,.,.
.,.,#,.,.,#,.,.,.,#,#,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,#,.,#,.,.,#,#,.,.,#,.,.,.,#,.,.,.,.,.,#,#,#,.,.,#,#,#,.,#,.,#,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,#,.,#,#,.,.,#,.,#,#,#,#,.,.,#,.,.,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,#,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,#,.,.,.,#,#,#,.,#,#,.,.,.,.,#,#,.,#,.,#,.,.,#,#,#,.,.,#,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,.,.,#,#,.,#,.,.,.,.,.,#,#,.,.,#,#,#,.,.,#,#,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.
.,#,.,#,.,#,.,#,.,.,.,#,#,#,#,#,.,.,#,.,.,#,.,#,#,#,.,.,.,#,.,.,.,.,#,.,.,#,#,#,.,#,#,.,#,.,.,#,#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,#,.,#,#,#,.,#,#,#,.,#,#,.,.,#,.,.,.,.,.,.,#,.,.,#,#,.,#,#,.,#,.,.,#,.,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,#,.,.,.,.,#,.,.,.,#,#,.,.,.,.,#,.,.,#,#,.,.,.,#,.,.,.,#,#,.,.,#,#,#,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,#,#,#,.,.,.,#,#,.,.,#,#,.,#,.,.,#,#,#,#,.,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,#,#,.,#,#,.,.,#,#,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,#,.,#,#,#,.,#,.,.,#,.,.,#,.,#,.,#,.
.,#,.,.,.,#,.,.,#,#,.,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,#,#,.,.,#,.,.,.,.,.,.,#,.,#,#,.,.,.,#,#,.,#,.,.,#,.,.,.,#,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,.,#,.,#,#,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,#,#,#,.,#,.,#,#,.,#,.,#,.,#,.,.,#,#,#,.,.,.,.,#,#,#,.,.,.,#,#,#,.,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,.,.,#,#,.,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,#,#,#,.,#,#,.,#,.,#,#,.,.,#,#,#,#,#,.,.,.,#,.,#,#,.,#,#,#,.,.,.,.,#,#,#,#,.,#,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,#,.,.,#,#,.,#,.
.,#,.,#,#,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,#,.,#,#,#,.,.,.,#,.,.,.,.,#,.,.,#,#,#,#,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,#,.,#,.,.,.,#,#,.,.,#,.,#,#,#,#,.,#,#,.,#,#,.,#,#,.,.,.,#,.,#,.,.,.,#,#,.,#,.,#,.,#,.,.,#,#,.,.,.,#,.,.,.,#,#,.,#,.,#,#,.,#,.,.,#,#,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,.,.,.,#,#,.,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,#,#,#,.,.,.,#,.,.,#,#,.,.,#,#,.,#,#,#,.,#,.,.,#,#,#,.,.,#,.,#,.,#,#,#,.,.,#,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,#,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,.,.,.,#,.,#,.,.,#,#,#,#,#,.,#,.,.,.,.,#,.,.,.,#,#
#,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,.,.,#,#,.,.,.,#,.,#,.,.,#,#,#,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,.,#,#,.,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,.,#,#,.,#,#,.,.,#,.,#,.,.,.,.,#,.,#,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,#,#,.,#,#,.,#,.,#,#,.,#,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,#,.,.,#,.,#,#,.,.,.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,#,#,.,.,.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,#,#,.,.,.,.,#,#,#,.,.,.,.,.,#,#,.,#,.,#,.,#,.,.,.,.,.,#,#,.,#,.,#,.,.,.,#,.,#,.,.,#,#,.,#,#,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,#,#,#,.,#,#,.,.
.,.,#,.,#,.,.,.,#,#,.,#,.,.,.,.,#,.,#,.,.,#,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,#,.,#,.,.,.,.,#,#,#,.,.,#,.,#,.,#,.,.,#,.,.,#,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,.,#,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,#,#,#,#,#,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#,#,#,.,.,#,#,.,.,.,.,#,.,.,#,.,.,#,#,#,.,.,#,.,#,#,.,#,.,.,#,.,.,.,#,#,.,.,.,.,#,#,#,.,.,#,.,#,#,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,.,#,#,#,.,.,#,#,#,.,#,#,.,.,#,.,.,#,.,.,#,#,#,#,.,.,.,.,#,#,.,.,#,#,#,.,#,.,#,.,.,#,.,.,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,.,.,.,.,#,.,.,#
.,#,#,.,#,.,#,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,#,.,.,#,.,#,.,#,.,#,#,#,.,.,.,#,.,#,.,#,.,.,#,.,#,#,.,.,.,#,.,#,#,#,.,#,#,#,.,#,#,.,.,#,#,#,.,#,.,.,#,.,.,.,#,#,.,.,.,.,#,.,.,.,#,.,#,.,.,.,#,#,.,.,#,#,.,#,.,#,.,.,.,.,#,.,#,#,.,.,#,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,#,.,#,#,#,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,#,.,#,#,#,.,#,#,#,.,#,.,#,.,.,.,#,.,.,.,#,.,.,.,.,#,.,#,#,.,#,#,#,.,#,#,.,.,.,.,#,.,.,.,.,#,.,#,#,.,.,#,#,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,.,#,.,.,.,.,#,.,#,#,.,.,.,#,.,#,.,.,.,.,.,#,#,#,#,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,#,.,#,.,#
